"Month_Num","Date","YEAR","Month","Precipitation"
2,1957-02-01,1957,"FEB",214.5
3,1957-03-01,1957,"MAR",251.7
4,1957-04-01,1957,"APR",216.4
5,1957-05-01,1957,"MAY",130.6
6,1957-06-01,1957,"JUN",83.8
7,1957-07-01,1957,"JUL",64.1
8,1957-08-01,1957,"AUG",56.3
9,1957-09-01,1957,"SEP",85.3
10,1957-10-01,1957,"OCT",106.8
11,1957-11-01,1957,"NOV",152.1
12,1957-12-01,1957,"DEC",183.2
1,1958-01-01,1958,"JAN",247
2,1958-02-01,1958,"FEB",211.8
3,1958-03-01,1958,"MAR",230.7
4,1958-04-01,1958,"APR",185.4
5,1958-05-01,1958,"MAY",116.2
6,1958-06-01,1958,"JUN",68.9
7,1958-07-01,1958,"JUL",63.1
8,1958-08-01,1958,"AUG",45.1
9,1958-09-01,1958,"SEP",71
10,1958-10-01,1958,"OCT",126.2
11,1958-11-01,1958,"NOV",143
12,1958-12-01,1958,"DEC",212
1,1959-01-01,1959,"JAN",231.3
2,1959-02-01,1959,"FEB",211
3,1959-03-01,1959,"MAR",248.8
4,1959-04-01,1959,"APR",166.3
5,1959-05-01,1959,"MAY",122.1
6,1959-06-01,1959,"JUN",100.6
7,1959-07-01,1959,"JUL",67.9
8,1959-08-01,1959,"AUG",62.3
9,1959-09-01,1959,"SEP",66.8
10,1959-10-01,1959,"OCT",115.5
11,1959-11-01,1959,"NOV",161.9
12,1959-12-01,1959,"DEC",168.6
1,1960-01-01,1960,"JAN",236.8
2,1960-02-01,1960,"FEB",220.5
3,1960-03-01,1960,"MAR",282.1
4,1960-04-01,1960,"APR",169.1
5,1960-05-01,1960,"MAY",116
6,1960-06-01,1960,"JUN",84.7
7,1960-07-01,1960,"JUL",66.1
8,1960-08-01,1960,"AUG",59.7
9,1960-09-01,1960,"SEP",63.4
10,1960-10-01,1960,"OCT",121.9
11,1960-11-01,1960,"NOV",146.9
12,1960-12-01,1960,"DEC",212.7
1,1961-01-01,1961,"JAN",244.4
2,1961-02-01,1961,"FEB",229.8
3,1961-03-01,1961,"MAR",215.3
4,1961-04-01,1961,"APR",175.9
5,1961-05-01,1961,"MAY",127.3
6,1961-06-01,1961,"JUN",87.7
7,1961-07-01,1961,"JUL",58.6
8,1961-08-01,1961,"AUG",45.2
9,1961-09-01,1961,"SEP",64.4
10,1961-10-01,1961,"OCT",112.1
11,1961-11-01,1961,"NOV",128.4
12,1961-12-01,1961,"DEC",199.3
1,1962-01-01,1962,"JAN",231.2
2,1962-02-01,1962,"FEB",215.1
3,1962-03-01,1962,"MAR",226
4,1962-04-01,1962,"APR",181.2
5,1962-05-01,1962,"MAY",138.8
6,1962-06-01,1962,"JUN",83.1
7,1962-07-01,1962,"JUL",62
8,1962-08-01,1962,"AUG",49.5
9,1962-09-01,1962,"SEP",77.3
10,1962-10-01,1962,"OCT",117.7
11,1962-11-01,1962,"NOV",153
12,1962-12-01,1962,"DEC",224.4
1,1963-01-01,1963,"JAN",214.1
2,1963-02-01,1963,"FEB",238.6
3,1963-03-01,1963,"MAR",215.5
4,1963-04-01,1963,"APR",173.6
5,1963-05-01,1963,"MAY",112.2
6,1963-06-01,1963,"JUN",71.6
7,1963-07-01,1963,"JUL",53.2
8,1963-08-01,1963,"AUG",40.3
9,1963-09-01,1963,"SEP",59.3
10,1963-10-01,1963,"OCT",97.2
11,1963-11-01,1963,"NOV",163.4
12,1963-12-01,1963,"DEC",212.3
1,1964-01-01,1964,"JAN",275.8
2,1964-02-01,1964,"FEB",250.9
3,1964-03-01,1964,"MAR",224.4
4,1964-04-01,1964,"APR",189.7
5,1964-05-01,1964,"MAY",157.7
6,1964-06-01,1964,"JUN",86.9
7,1964-07-01,1964,"JUL",72.3
8,1964-08-01,1964,"AUG",61.4
9,1964-09-01,1964,"SEP",77.1
10,1964-10-01,1964,"OCT",144.2
11,1964-11-01,1964,"NOV",157.2
12,1964-12-01,1964,"DEC",206.5
1,1965-01-01,1965,"JAN",230.8
2,1965-02-01,1965,"FEB",201.5
3,1965-03-01,1965,"MAR",265.7
4,1965-04-01,1965,"APR",212
5,1965-05-01,1965,"MAY",130.6
6,1965-06-01,1965,"JUN",87.2
7,1965-07-01,1965,"JUL",72.5
8,1965-08-01,1965,"AUG",54.4
9,1965-09-01,1965,"SEP",76.1
10,1965-10-01,1965,"OCT",149.7
11,1965-11-01,1965,"NOV",156.4
12,1965-12-01,1965,"DEC",181.9
1,1966-01-01,1966,"JAN",217.4
2,1966-02-01,1966,"FEB",234.5
3,1966-03-01,1966,"MAR",215.9
4,1966-04-01,1966,"APR",184
5,1966-05-01,1966,"MAY",138.3
6,1966-06-01,1966,"JUN",87.4
7,1966-07-01,1966,"JUL",79.1
8,1966-08-01,1966,"AUG",52.7
9,1966-09-01,1966,"SEP",80.9
10,1966-10-01,1966,"OCT",119.5
11,1966-11-01,1966,"NOV",151.4
12,1966-12-01,1966,"DEC",208.2
1,1967-01-01,1967,"JAN",228.4
2,1967-02-01,1967,"FEB",228.2
3,1967-03-01,1967,"MAR",246.2
4,1967-04-01,1967,"APR",198
5,1967-05-01,1967,"MAY",127.6
6,1967-06-01,1967,"JUN",84.2
7,1967-07-01,1967,"JUL",60.8
8,1967-08-01,1967,"AUG",42.7
9,1967-09-01,1967,"SEP",65.2
10,1967-10-01,1967,"OCT",99.2
11,1967-11-01,1967,"NOV",157.2
12,1967-12-01,1967,"DEC",199
1,1968-01-01,1968,"JAN",198.5
2,1968-02-01,1968,"FEB",222.3
3,1968-03-01,1968,"MAR",244.4
4,1968-04-01,1968,"APR",175.2
5,1968-05-01,1968,"MAY",133.1
6,1968-06-01,1968,"JUN",78.7
7,1968-07-01,1968,"JUL",60.7
8,1968-08-01,1968,"AUG",60.2
9,1968-09-01,1968,"SEP",78.8
10,1968-10-01,1968,"OCT",114.9
11,1968-11-01,1968,"NOV",185.2
12,1968-12-01,1968,"DEC",203.3
1,1969-01-01,1969,"JAN",233.3
2,1969-02-01,1969,"FEB",195.5
3,1969-03-01,1969,"MAR",225.4
4,1969-04-01,1969,"APR",176.2
5,1969-05-01,1969,"MAY",139.2
6,1969-06-01,1969,"JUN",84.5
7,1969-07-01,1969,"JUL",66.6
8,1969-08-01,1969,"AUG",54.4
9,1969-09-01,1969,"SEP",67.3
10,1969-10-01,1969,"OCT",120.1
11,1969-11-01,1969,"NOV",143.7
12,1969-12-01,1969,"DEC",197.5
1,1970-01-01,1970,"JAN",234.2
2,1970-02-01,1970,"FEB",208.2
3,1970-03-01,1970,"MAR",233.2
4,1970-04-01,1970,"APR",188.9
5,1970-05-01,1970,"MAY",122.8
6,1970-06-01,1970,"JUN",92
7,1970-07-01,1970,"JUL",66.2
8,1970-08-01,1970,"AUG",64.6
9,1970-09-01,1970,"SEP",83.4
10,1970-10-01,1970,"OCT",124.3
11,1970-11-01,1970,"NOV",181.2
12,1970-12-01,1970,"DEC",152.1
1,1971-01-01,1971,"JAN",196
2,1971-02-01,1971,"FEB",209.5
3,1971-03-01,1971,"MAR",240.4
4,1971-04-01,1971,"APR",206.6
5,1971-05-01,1971,"MAY",144.6
6,1971-06-01,1971,"JUN",112.9
7,1971-07-01,1971,"JUL",78.2
8,1971-08-01,1971,"AUG",62.9
9,1971-09-01,1971,"SEP",72.4
10,1971-10-01,1971,"OCT",140.8
11,1971-11-01,1971,"NOV",174.7
12,1971-12-01,1971,"DEC",167.2
1,1972-01-01,1972,"JAN",215.5
2,1972-02-01,1972,"FEB",239.8
3,1972-03-01,1972,"MAR",214.8
4,1972-04-01,1972,"APR",181.9
5,1972-05-01,1972,"MAY",119.9
6,1972-06-01,1972,"JUN",86.1
7,1972-07-01,1972,"JUL",75.3
8,1972-08-01,1972,"AUG",81.3
9,1972-09-01,1972,"SEP",85.9
10,1972-10-01,1972,"OCT",130.3
11,1972-11-01,1972,"NOV",168.5
12,1972-12-01,1972,"DEC",228.5
1,1973-01-01,1973,"JAN",208.6
2,1973-02-01,1973,"FEB",220.4
3,1973-03-01,1973,"MAR",248.4
4,1973-04-01,1973,"APR",200.6
5,1973-05-01,1973,"MAY",169.4
6,1973-06-01,1973,"JUN",95.3
7,1973-07-01,1973,"JUL",92
8,1973-08-01,1973,"AUG",72.4
9,1973-09-01,1973,"SEP",87.8
10,1973-10-01,1973,"OCT",160
11,1973-11-01,1973,"NOV",165.5
12,1973-12-01,1973,"DEC",212.6
1,1974-01-01,1974,"JAN",249.4
2,1974-02-01,1974,"FEB",219.9
3,1974-03-01,1974,"MAR",289.6
4,1974-04-01,1974,"APR",221.9
5,1974-05-01,1974,"MAY",141.9
6,1974-06-01,1974,"JUN",106.5
7,1974-07-01,1974,"JUL",69.1
8,1974-08-01,1974,"AUG",61.3
9,1974-09-01,1974,"SEP",78.2
10,1974-10-01,1974,"OCT",132.2
11,1974-11-01,1974,"NOV",142.4
12,1974-12-01,1974,"DEC",221.6
1,1975-01-01,1975,"JAN",229.5
2,1975-02-01,1975,"FEB",221.8
3,1975-03-01,1975,"MAR",239.9
4,1975-04-01,1975,"APR",212
5,1975-05-01,1975,"MAY",151
6,1975-06-01,1975,"JUN",98.1
7,1975-07-01,1975,"JUL",95.4
8,1975-08-01,1975,"AUG",64.7
9,1975-09-01,1975,"SEP",81
10,1975-10-01,1975,"OCT",121.5
11,1975-11-01,1975,"NOV",173.4
12,1975-12-01,1975,"DEC",184.1
1,1976-01-01,1976,"JAN",210.3
2,1976-02-01,1976,"FEB",242.3
3,1976-03-01,1976,"MAR",234.2
4,1976-04-01,1976,"APR",173
5,1976-05-01,1976,"MAY",141.2
6,1976-06-01,1976,"JUN",77.7
7,1976-07-01,1976,"JUL",61.2
8,1976-08-01,1976,"AUG",53.3
9,1976-09-01,1976,"SEP",83.6
10,1976-10-01,1976,"OCT",138.3
11,1976-11-01,1976,"NOV",166.6
12,1976-12-01,1976,"DEC",196.4
1,1977-01-01,1977,"JAN",246.9
2,1977-02-01,1977,"FEB",204
3,1977-03-01,1977,"MAR",207.4
4,1977-04-01,1977,"APR",209.7
5,1977-05-01,1977,"MAY",144.4
6,1977-06-01,1977,"JUN",108.9
7,1977-07-01,1977,"JUL",68.1
8,1977-08-01,1977,"AUG",53.5
9,1977-09-01,1977,"SEP",87.4
10,1977-10-01,1977,"OCT",124.1
11,1977-11-01,1977,"NOV",154.8
12,1977-12-01,1977,"DEC",227.7
1,1978-01-01,1978,"JAN",227.9
2,1978-02-01,1978,"FEB",221.5
3,1978-03-01,1978,"MAR",244.1
4,1978-04-01,1978,"APR",187.3
5,1978-05-01,1978,"MAY",152.5
6,1978-06-01,1978,"JUN",77.2
7,1978-07-01,1978,"JUL",90.1
8,1978-08-01,1978,"AUG",54.2
9,1978-09-01,1978,"SEP",82.8
10,1978-10-01,1978,"OCT",123.6
11,1978-11-01,1978,"NOV",151.3
12,1978-12-01,1978,"DEC",212.8
1,1979-01-01,1979,"JAN",242.7
2,1979-02-01,1979,"FEB",234.6
3,1979-03-01,1979,"MAR",227
4,1979-04-01,1979,"APR",170.9
5,1979-05-01,1979,"MAY",129.4
6,1979-06-01,1979,"JUN",68.6
7,1979-07-01,1979,"JUL",51.7
8,1979-08-01,1979,"AUG",67.2
9,1979-09-01,1979,"SEP",92.8
10,1979-10-01,1979,"OCT",121
11,1979-11-01,1979,"NOV",153.3
12,1979-12-01,1979,"DEC",196.1
1,1980-01-01,1980,"JAN",244.1
2,1980-02-01,1980,"FEB",276.8
3,1980-03-01,1980,"MAR",200.2
4,1980-04-01,1980,"APR",165.2
5,1980-05-01,1980,"MAY",114.6
6,1980-06-01,1980,"JUN",86
7,1980-07-01,1980,"JUL",59
8,1980-08-01,1980,"AUG",50.3
9,1980-09-01,1980,"SEP",75.5
10,1980-10-01,1980,"OCT",112.1
11,1980-11-01,1980,"NOV",162.9
12,1980-12-01,1980,"DEC",202.3
1,1981-01-01,1981,"JAN",224.9
2,1981-02-01,1981,"FEB",171.3
3,1981-03-01,1981,"MAR",259
4,1981-04-01,1981,"APR",148.9
5,1981-05-01,1981,"MAY",103.1
6,1981-06-01,1981,"JUN",87.5
7,1981-07-01,1981,"JUL",54.8
8,1981-08-01,1981,"AUG",55.9
9,1981-09-01,1981,"SEP",65.4
10,1981-10-01,1981,"OCT",131.4
11,1981-11-01,1981,"NOV",164
12,1981-12-01,1981,"DEC",194
1,1982-01-01,1982,"JAN",266.6
2,1982-02-01,1982,"FEB",207.7
3,1982-03-01,1982,"MAR",254.1
4,1982-04-01,1982,"APR",182.8
5,1982-05-01,1982,"MAY",126.3
6,1982-06-01,1982,"JUN",77.9
7,1982-07-01,1982,"JUL",67.4
8,1982-08-01,1982,"AUG",58.2
9,1982-09-01,1982,"SEP",73
10,1982-10-01,1982,"OCT",113.9
11,1982-11-01,1982,"NOV",125.4
12,1982-12-01,1982,"DEC",189.9
1,1983-01-01,1983,"JAN",223.2
2,1983-02-01,1983,"FEB",213.6
3,1983-03-01,1983,"MAR",236
4,1983-04-01,1983,"APR",178
5,1983-05-01,1983,"MAY",122.4
6,1983-06-01,1983,"JUN",70.1
7,1983-07-01,1983,"JUL",54.9
8,1983-08-01,1983,"AUG",53.9
9,1983-09-01,1983,"SEP",78
10,1983-10-01,1983,"OCT",131.1
11,1983-11-01,1983,"NOV",153.1
12,1983-12-01,1983,"DEC",206.3
1,1984-01-01,1984,"JAN",198.6
2,1984-02-01,1984,"FEB",197.4
3,1984-03-01,1984,"MAR",248.7
4,1984-04-01,1984,"APR",234.3
5,1984-05-01,1984,"MAY",147.4
6,1984-06-01,1984,"JUN",85.1
7,1984-07-01,1984,"JUL",71.5
8,1984-08-01,1984,"AUG",81.8
9,1984-09-01,1984,"SEP",100.6
10,1984-10-01,1984,"OCT",121.8
11,1984-11-01,1984,"NOV",139.9
12,1984-12-01,1984,"DEC",183.5
1,1985-01-01,1985,"JAN",303.2
2,1985-02-01,1985,"FEB",223.3
3,1985-03-01,1985,"MAR",249.2
4,1985-04-01,1985,"APR",200.3
5,1985-05-01,1985,"MAY",148.1
6,1985-06-01,1985,"JUN",85.2
7,1985-07-01,1985,"JUL",72.3
8,1985-08-01,1985,"AUG",68
9,1985-09-01,1985,"SEP",79.5
10,1985-10-01,1985,"OCT",128.4
11,1985-11-01,1985,"NOV",150.9
12,1985-12-01,1985,"DEC",246.7
1,1986-01-01,1986,"JAN",219.9
2,1986-02-01,1986,"FEB",220.4
3,1986-03-01,1986,"MAR",254.4
4,1986-04-01,1986,"APR",179.2
5,1986-05-01,1986,"MAY",138.5
6,1986-06-01,1986,"JUN",93.1
7,1986-07-01,1986,"JUL",72.1
8,1986-08-01,1986,"AUG",59.2
9,1986-09-01,1986,"SEP",73.4
10,1986-10-01,1986,"OCT",122.7
11,1986-11-01,1986,"NOV",146.4
12,1986-12-01,1986,"DEC",197.1
1,1987-01-01,1987,"JAN",202.1
2,1987-02-01,1987,"FEB",179.1
3,1987-03-01,1987,"MAR",251.3
4,1987-04-01,1987,"APR",198.3
5,1987-05-01,1987,"MAY",124.9
6,1987-06-01,1987,"JUN",82.5
7,1987-07-01,1987,"JUL",62.4
8,1987-08-01,1987,"AUG",49.8
9,1987-09-01,1987,"SEP",78.4
10,1987-10-01,1987,"OCT",101.8
11,1987-11-01,1987,"NOV",148.8
12,1987-12-01,1987,"DEC",200
1,1988-01-01,1988,"JAN",232.3
2,1988-02-01,1988,"FEB",229.4
3,1988-03-01,1988,"MAR",241
4,1988-04-01,1988,"APR",204.3
5,1988-05-01,1988,"MAY",146.1
6,1988-06-01,1988,"JUN",92.8
7,1988-07-01,1988,"JUL",65.5
8,1988-08-01,1988,"AUG",39.3
9,1988-09-01,1988,"SEP",66.4
10,1988-10-01,1988,"OCT",112.9
11,1988-11-01,1988,"NOV",153.3
12,1988-12-01,1988,"DEC",218
1,1989-01-01,1989,"JAN",231.3
2,1989-02-01,1989,"FEB",223
3,1989-03-01,1989,"MAR",248.7
4,1989-04-01,1989,"APR",199.6
5,1989-05-01,1989,"MAY",151.1
6,1989-06-01,1989,"JUN",105.5
7,1989-07-01,1989,"JUL",82.8
8,1989-08-01,1989,"AUG",63.1
9,1989-09-01,1989,"SEP",82.1
10,1989-10-01,1989,"OCT",128.2
11,1989-11-01,1989,"NOV",171.9
12,1989-12-01,1989,"DEC",291.6
1,1990-01-01,1990,"JAN",194.8
2,1990-02-01,1990,"FEB",207.3
3,1990-03-01,1990,"MAR",201
4,1990-04-01,1990,"APR",177.7
5,1990-05-01,1990,"MAY",142.1
6,1990-06-01,1990,"JUN",82.7
7,1990-07-01,1990,"JUL",78.6
8,1990-08-01,1990,"AUG",67.8
9,1990-09-01,1990,"SEP",91.2
10,1990-10-01,1990,"OCT",115.4
11,1990-11-01,1990,"NOV",147.2
12,1990-12-01,1990,"DEC",171.3
1,1991-01-01,1991,"JAN",270.5
2,1991-02-01,1991,"FEB",200.3
3,1991-03-01,1991,"MAR",258.4
4,1991-04-01,1991,"APR",188.2
5,1991-05-01,1991,"MAY",128.6
6,1991-06-01,1991,"JUN",94.1
7,1991-07-01,1991,"JUL",63.7
8,1991-08-01,1991,"AUG",51.9
9,1991-09-01,1991,"SEP",71.7
10,1991-10-01,1991,"OCT",101.7
11,1991-11-01,1991,"NOV",135.8
12,1991-12-01,1991,"DEC",170.4
1,1992-01-01,1992,"JAN",245.4
2,1992-02-01,1992,"FEB",232.5
3,1992-03-01,1992,"MAR",226.3
4,1992-04-01,1992,"APR",167.6
5,1992-05-01,1992,"MAY",107.7
6,1992-06-01,1992,"JUN",64.4
7,1992-07-01,1992,"JUL",67.1
8,1992-08-01,1992,"AUG",55.1
9,1992-09-01,1992,"SEP",88.5
10,1992-10-01,1992,"OCT",113.6
11,1992-11-01,1992,"NOV",161.3
12,1992-12-01,1992,"DEC",181.6
1,1993-01-01,1993,"JAN",206.5
2,1993-02-01,1993,"FEB",233.2
3,1993-03-01,1993,"MAR",188.6
4,1993-04-01,1993,"APR",170
5,1993-05-01,1993,"MAY",113.5
6,1993-06-01,1993,"JUN",84.5
7,1993-07-01,1993,"JUL",64.7
8,1993-08-01,1993,"AUG",54.9
9,1993-09-01,1993,"SEP",83
10,1993-10-01,1993,"OCT",117
11,1993-11-01,1993,"NOV",162.3
12,1993-12-01,1993,"DEC",211.7
1,1994-01-01,1994,"JAN",248.9
2,1994-02-01,1994,"FEB",221.9
3,1994-03-01,1994,"MAR",271.6
4,1994-04-01,1994,"APR",186.9
5,1994-05-01,1994,"MAY",138.8
6,1994-06-01,1994,"JUN",114
7,1994-07-01,1994,"JUL",69.9
8,1994-08-01,1994,"AUG",54.6
9,1994-09-01,1994,"SEP",77.4
10,1994-10-01,1994,"OCT",121.5
11,1994-11-01,1994,"NOV",163.7
12,1994-12-01,1994,"DEC",185.2
1,1995-01-01,1995,"JAN",202.7
2,1995-02-01,1995,"FEB",221.5
3,1995-03-01,1995,"MAR",218.3
4,1995-04-01,1995,"APR",208
5,1995-05-01,1995,"MAY",152.4
6,1995-06-01,1995,"JUN",89.5
7,1995-07-01,1995,"JUL",73.3
8,1995-08-01,1995,"AUG",38.2
9,1995-09-01,1995,"SEP",62.6
10,1995-10-01,1995,"OCT",112.1
11,1995-11-01,1995,"NOV",181
12,1995-12-01,1995,"DEC",220.8
1,1996-01-01,1996,"JAN",239.1
2,1996-02-01,1996,"FEB",213.5
3,1996-03-01,1996,"MAR",257.8
4,1996-04-01,1996,"APR",208.8
5,1996-05-01,1996,"MAY",126.8
6,1996-06-01,1996,"JUN",96.3
7,1996-07-01,1996,"JUL",69.7
8,1996-08-01,1996,"AUG",58.1
9,1996-09-01,1996,"SEP",80.6
10,1996-10-01,1996,"OCT",126.5
11,1996-11-01,1996,"NOV",180.4
12,1996-12-01,1996,"DEC",169.9
1,1997-01-01,1997,"JAN",261.7
2,1997-02-01,1997,"FEB",215.7
3,1997-03-01,1997,"MAR",281.6
4,1997-04-01,1997,"APR",186.7
5,1997-05-01,1997,"MAY",125.6
6,1997-06-01,1997,"JUN",71.2
7,1997-07-01,1997,"JUL",56.1
8,1997-08-01,1997,"AUG",56.1
9,1997-09-01,1997,"SEP",64.7
10,1997-10-01,1997,"OCT",110.9
11,1997-11-01,1997,"NOV",151.3
12,1997-12-01,1997,"DEC",193.6
1,1998-01-01,1998,"JAN",215.4
2,1998-02-01,1998,"FEB",196.3
3,1998-03-01,1998,"MAR",217.7
4,1998-04-01,1998,"APR",179
5,1998-05-01,1998,"MAY",135
6,1998-06-01,1998,"JUN",89.9
7,1998-07-01,1998,"JUL",68.9
8,1998-08-01,1998,"AUG",65.6
9,1998-09-01,1998,"SEP",78.5
10,1998-10-01,1998,"OCT",122
11,1998-11-01,1998,"NOV",175.1
12,1998-12-01,1998,"DEC",195.1
1,1999-01-01,1999,"JAN",240.3
2,1999-02-01,1999,"FEB",215.4
3,1999-03-01,1999,"MAR",242.6
4,1999-04-01,1999,"APR",180.3
5,1999-05-01,1999,"MAY",159.8
6,1999-06-01,1999,"JUN",85.9
7,1999-07-01,1999,"JUL",63.7
8,1999-08-01,1999,"AUG",49.6
9,1999-09-01,1999,"SEP",84.1
10,1999-10-01,1999,"OCT",115.3
11,1999-11-01,1999,"NOV",171.3
12,1999-12-01,1999,"DEC",221
1,2000-01-01,2000,"JAN",259.5
2,2000-02-01,2000,"FEB",254.1
3,2000-03-01,2000,"MAR",258.9
4,2000-04-01,2000,"APR",203.2
5,2000-05-01,2000,"MAY",141.1
6,2000-06-01,2000,"JUN",88.3
7,2000-07-01,2000,"JUL",85.9
8,2000-08-01,2000,"AUG",65.4
9,2000-09-01,2000,"SEP",106
10,2000-10-01,2000,"OCT",109.5
11,2000-11-01,2000,"NOV",173.1
12,2000-12-01,2000,"DEC",214.7
1,2001-01-01,2001,"JAN",228.8
2,2001-02-01,2001,"FEB",207.8
3,2001-03-01,2001,"MAR",238
4,2001-04-01,2001,"APR",174.6
5,2001-05-01,2001,"MAY",131.1
6,2001-06-01,2001,"JUN",101
7,2001-07-01,2001,"JUL",69.3
8,2001-08-01,2001,"AUG",47.1
9,2001-09-01,2001,"SEP",79.2
10,2001-10-01,2001,"OCT",122.4
11,2001-11-01,2001,"NOV",158.9
12,2001-12-01,2001,"DEC",212.1
1,2002-01-01,2002,"JAN",267.1
2,2002-02-01,2002,"FEB",216.2
3,2002-03-01,2002,"MAR",212.2
4,2002-04-01,2002,"APR",190.7
5,2002-05-01,2002,"MAY",152.8
6,2002-06-01,2002,"JUN",94
7,2002-07-01,2002,"JUL",64.3
8,2002-08-01,2002,"AUG",58.4
9,2002-09-01,2002,"SEP",78.1
10,2002-10-01,2002,"OCT",108.5
11,2002-11-01,2002,"NOV",140.3
12,2002-12-01,2002,"DEC",225.2
1,2003-01-01,2003,"JAN",228.7
2,2003-02-01,2003,"FEB",221.8
3,2003-03-01,2003,"MAR",242.8
4,2003-04-01,2003,"APR",183.1
5,2003-05-01,2003,"MAY",140.6
6,2003-06-01,2003,"JUN",95.5
7,2003-07-01,2003,"JUL",66.1
8,2003-08-01,2003,"AUG",68.3
9,2003-09-01,2003,"SEP",80
10,2003-10-01,2003,"OCT",102.7
11,2003-11-01,2003,"NOV",144.1
12,2003-12-01,2003,"DEC",164.3
1,2004-01-01,2004,"JAN",272.8
2,2004-02-01,2004,"FEB",276.8
3,2004-03-01,2004,"MAR",250.2
4,2004-04-01,2004,"APR",174.9
5,2004-05-01,2004,"MAY",136.1
6,2004-06-01,2004,"JUN",83.4
7,2004-07-01,2004,"JUL",78.2
8,2004-08-01,2004,"AUG",54.5
9,2004-09-01,2004,"SEP",66.9
10,2004-10-01,2004,"OCT",120.7
11,2004-11-01,2004,"NOV",145.4
12,2004-12-01,2004,"DEC",174.5
1,2005-01-01,2005,"JAN",232.9
2,2005-02-01,2005,"FEB",223.3
3,2005-03-01,2005,"MAR",273.4
4,2005-04-01,2005,"APR",186.5
5,2005-05-01,2005,"MAY",157.7
6,2005-06-01,2005,"JUN",82.4
7,2005-07-01,2005,"JUL",58.3
8,2005-08-01,2005,"AUG",53
9,2005-09-01,2005,"SEP",73.8
10,2005-10-01,2005,"OCT",114.5
11,2005-11-01,2005,"NOV",150.3
12,2005-12-01,2005,"DEC",235.1
1,2006-01-01,2006,"JAN",207.8
2,2006-02-01,2006,"FEB",232.4
3,2006-03-01,2006,"MAR",267.9
4,2006-04-01,2006,"APR",225.3
5,2006-05-01,2006,"MAY",153.4
6,2006-06-01,2006,"JUN",83.6
7,2006-07-01,2006,"JUL",67.7
8,2006-08-01,2006,"AUG",50.4
9,2006-09-01,2006,"SEP",74.5
10,2006-10-01,2006,"OCT",132.3
11,2006-11-01,2006,"NOV",181
12,2006-12-01,2006,"DEC",199.2
1,2007-01-01,2007,"JAN",224
2,2007-02-01,2007,"FEB",247.7
3,2007-03-01,2007,"MAR",216.9
4,2007-04-01,2007,"APR",195.8
5,2007-05-01,2007,"MAY",132.8
6,2007-06-01,2007,"JUN",74.6
7,2007-07-01,2007,"JUL",72.9
8,2007-08-01,2007,"AUG",56.2
9,2007-09-01,2007,"SEP",60.1
10,2007-10-01,2007,"OCT",114.7
11,2007-11-01,2007,"NOV",157.5
12,2007-12-01,2007,"DEC",202
1,2008-01-01,2008,"JAN",263
2,2008-02-01,2008,"FEB",237.1
3,2008-03-01,2008,"MAR",279.8
4,2008-04-01,2008,"APR",210.8
5,2008-05-01,2008,"MAY",141
6,2008-06-01,2008,"JUN",87.3
7,2008-07-01,2008,"JUL",63.2
8,2008-08-01,2008,"AUG",57.7
9,2008-09-01,2008,"SEP",75.7
10,2008-10-01,2008,"OCT",117
11,2008-11-01,2008,"NOV",160.4
12,2008-12-01,2008,"DEC",228.8
1,2009-01-01,2009,"JAN",243.6
2,2009-02-01,2009,"FEB",246.8
3,2009-03-01,2009,"MAR",260.8
4,2009-04-01,2009,"APR",228.6
5,2009-05-01,2009,"MAY",160.6
6,2009-06-01,2009,"JUN",108.5
7,2009-07-01,2009,"JUL",77.1
8,2009-08-01,2009,"AUG",63.6
9,2009-09-01,2009,"SEP",81.1
10,2009-10-01,2009,"OCT",142.6
11,2009-11-01,2009,"NOV",129.7
12,2009-12-01,2009,"DEC",218.8
1,2010-01-01,2010,"JAN",234.7
2,2010-02-01,2010,"FEB",206.3
3,2010-03-01,2010,"MAR",229
4,2010-04-01,2010,"APR",212.2
5,2010-05-01,2010,"MAY",134.9
6,2010-06-01,2010,"JUN",82.3
7,2010-07-01,2010,"JUL",73.2
8,2010-08-01,2010,"AUG",43.9
9,2010-09-01,2010,"SEP",63.3
10,2010-10-01,2010,"OCT",123
11,2010-11-01,2010,"NOV",160.5
12,2010-12-01,2010,"DEC",211.2
1,2011-01-01,2011,"JAN",259.7
2,2011-02-01,2011,"FEB",251.5
3,2011-03-01,2011,"MAR",275
4,2011-04-01,2011,"APR",206.8
5,2011-05-01,2011,"MAY",149.8
6,2011-06-01,2011,"JUN",79
7,2011-07-01,2011,"JUL",70.9
8,2011-08-01,2011,"AUG",55.6
9,2011-09-01,2011,"SEP",55.3
10,2011-10-01,2011,"OCT",140.5
11,2011-11-01,2011,"NOV",157.8
12,2011-12-01,2011,"DEC",188.4
1,2012-01-01,2012,"JAN",243.5
2,2012-02-01,2012,"FEB",227.4
3,2012-03-01,2012,"MAR",217.4
4,2012-04-01,2012,"APR",162.5
5,2012-05-01,2012,"MAY",125.2
6,2012-06-01,2012,"JUN",83.5
7,2012-07-01,2012,"JUL",66.5
8,2012-08-01,2012,"AUG",44.5
9,2012-09-01,2012,"SEP",62
10,2012-10-01,2012,"OCT",94.9
11,2012-11-01,2012,"NOV",161.9
12,2012-12-01,2012,"DEC",175.2
1,2013-01-01,2013,"JAN",230.5
2,2013-02-01,2013,"FEB",214.7
3,2013-03-01,2013,"MAR",245.8
